65527 1.9575889429e+02
65528 1.2727493066e+02
65529 8.2400716563e+01
65530 5.2996365556e+01
65531 3.3728518349e+01
65532 2.1102635359e+01
65533 1.2828979004e+01
65534 7.4072148105e+00
65535 3.8542441539e+00
65536 1.5258789062e+00
