65527 7.3271706601e+10
65528 4.8012751184e+09
65529 3.1461795586e+08
65530 2.0616599929e+07
65531 1.3510056934e+06
65532 8.8532654092e+04
65533 5.8016218879e+03
65534 3.8009768718e+02
65535 2.4809321832e+01
65536 1.5258789062e+00
